dbw_enabled,linear_current,angular_current,linear_required,angular_required,throttle,brake,steer,dx_c,dy_c,theta_c
TRUE,2.38E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,1.94E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,1.94E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,1.94E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,1.94E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,1.94E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,1.94E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,1.94E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,1.94E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,3.33E-08,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,3.33E-08,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,3.33E-08,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,3.33E-08,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,3.33E-08,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,3.33E-08,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,2.98E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,8.03E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,8.03E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,8.03E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,8.03E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,8.03E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,8.03E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,8.03E-07,0,1,0,0.4,0,0,1159.167,1185.636,0.1284755
TRUE,0.512206809,0,1,0,0.4,0,0,1159.253,1185.644,0.1282592
TRUE,0.512206809,0,1,0,0.4,0,0,1159.253,1185.644,0.1282592
TRUE,0.512206809,0,1,0,0.4,0,0,1159.253,1185.644,0.1282592
TRUE,0.512206809,0,1,0,0.4,0,0,1159.253,1185.644,0.1282592
TRUE,0.512206809,0,1,0,0.4,0,0,1159.253,1185.644,0.1282592
TRUE,0.512206809,0,1,0,0.4,0,0,1159.253,1185.644,0.1282592
TRUE,0.512206809,0,1,0,0.4,0,0,1159.253,1185.644,0.1282592
TRUE,0.512206809,0,1,0,0.4,0,0,1159.253,1185.644,0.1282592
TRUE,1.221119712,0,1,0,0.068171503,0,0,1159.554,1185.669,0.1277822
TRUE,1.221119712,0,1,0,0,0,0,1159.554,1185.669,0.1277822
TRUE,1.221119712,0,1,0,0,0,0,1159.554,1185.669,0.1277822
TRUE,1.221119712,0,1,0,0,0,0,1159.554,1185.669,0.1277822
TRUE,1.221119712,0,1,0,0,0,0,1159.554,1185.669,0.1277822
TRUE,1.221119712,0,1,0,0,0,0,1159.554,1185.669,0.1277822
TRUE,1.221119712,0,1,0,0,0,0,1159.554,1185.669,0.1277822
TRUE,1.9122212,0,1,0,0,258.0418581,0,1160.094,1185.715,0.1272738
TRUE,1.9122212,0,1,0,0,271.0431448,0,1160.094,1185.715,0.1272738
TRUE,1.9122212,0,1.371875753,0,0,176.5570224,0,1160.094,1185.715,0.1272738
TRUE,1.9122212,0,1.371875753,0,0,176.3554055,0,1160.094,1185.715,0.1272738
TRUE,1.9122212,0,1.371875753,0,0,176.219365,0,1160.094,1185.715,0.1272738
TRUE,1.9122212,0,1.371875753,0,0,176.1303006,0,1160.094,1185.715,0.1272738
TRUE,2.536224219,-0.001280277,1.371875753,0,0,349.1552526,0,1160.809,1185.776,0.126816
TRUE,2.536224219,0,1.371875753,0,0,359.1520613,0,1160.809,1185.776,0.126816
TRUE,2.536224219,0,1.371875753,0,0,365.81309,0,1160.809,1185.776,0.126816
TRUE,2.536224219,0,1.371875753,0,0,370.2572863,0,1160.809,1185.776,0.126816
TRUE,2.536224219,0,1.371875753,0,0,373.2165733,0,1160.809,1185.776,0.126816
TRUE,2.536224219,0,1.909157328,0,0,271.7245507,0,1160.809,1185.776,0.126816
TRUE,2.536224219,0,1.909157328,0,0,249.2115408,0,1160.809,1185.776,0.126816
TRUE,3.177702926,0,1.909157328,0,0,357.488176,0,1161.784,1185.859,0.1263451
TRUE,3.177702926,0,1.909157328,0,0,376.0133899,0,1161.784,1185.859,0.1263451
TRUE,3.177702926,0,1.909157328,0,0,388.3673571,0,1161.784,1185.859,0.1263451
TRUE,3.177702926,0,2.507706366,-0.06417423,0,230.5739784,-0.721549218,1161.784,1185.859,0.1263451
TRUE,3.177702926,0,2.507706366,-0.06417423,0,226.4394323,-0.721549218,1161.784,1185.859,0.1263451
TRUE,3.177702926,0,2.507706366,-0.06417423,0,223.6810481,-0.721549218,1161.784,1185.859,0.1263451
TRUE,3.177702926,0,2.507706366,-0.06417423,0,221.8441454,-0.721549218,1161.784,1185.859,0.1263451
TRUE,3.797389327,0,2.507706366,-0.065380755,0,392.5061374,-0.878134992,1162.973,1185.96,0.12589
TRUE,3.797389327,0,2.777777778,-0.065380755,0,349.6586013,-0.792929744,1162.973,1185.96,0.12589
TRUE,3.797389327,0,2.777777778,-0.065380755,0,343.7743717,-0.792929744,1162.973,1185.96,0.12589
TRUE,3.797389327,0,2.777777778,-0.065380755,0,339.8546261,-0.792929744,1162.973,1185.96,0.12589
TRUE,3.797389327,0,2.777777778,-0.065380755,0,337.2383883,-0.792929744,1162.973,1185.96,0.12589
TRUE,3.797389327,0,2.777777778,-0.065380755,0,335.4973038,-0.792929744,1162.973,1185.96,0.12589
TRUE,3.797389327,0,2.777777778,-0.065380755,0,334.3335067,-0.792929744,1162.973,1185.96,0.12589
TRUE,4.361387061,0,2.777777778,-0.066795576,0,442.2311427,-0.930069853,1164.28,1186.071,0.1254759
TRUE,4.361387061,0,2.777777778,-0.066795576,0,466.7057134,-0.930069853,1164.28,1186.071,0.1254759
TRUE,4.361387061,0,2.777777778,-0.066795576,0,483.0268684,-0.930069853,1164.28,1186.071,0.1254759
TRUE,4.361387061,0,2.777777778,-0.066795576,0,493.9028639,-0.930069853,1164.28,1186.071,0.1254759
TRUE,4.940860426,0,2.777777778,-0.069698199,0,613.0994658,-1.098855395,1165.862,1186.206,0.1250504
TRUE,4.940860426,0,2.777777778,-0.069698199,0,643.5139678,-1.098855395,1165.862,1186.206,0.1250504
TRUE,4.940860426,0,2.777777778,-0.069698199,0,663.7968242,-1.098855395,1165.862,1186.206,0.1250504
TRUE,4.940860426,0,2.777777778,-0.069698199,0,677.3122067,-1.098855395,1165.862,1186.206,0.1250504
TRUE,4.940860426,0,2.777777778,-0.069698199,0,686.3289834,-1.098855395,1165.862,1186.206,0.1250504
TRUE,4.940860426,0,2.777777778,-0.069698199,0,692.3336462,-1.098855395,1165.862,1186.206,0.1250504
TRUE,4.940860426,0,2.777777778,-0.069698199,0,696.3432764,-1.098855395,1165.862,1186.206,0.1250504
TRUE,4.940860426,0,2.777777778,-0.069698199,0,699.0098415,-1.098855395,1165.862,1186.206,0.1250504
TRUE,4.940860426,0,2.777777778,-0.069698199,0,700.7940733,-1.098855395,1165.862,1186.206,0.1250504
TRUE,5.465837379,0,2.777777778,-0.072694544,0,847.5951469,-1.159571028,1167.63,1186.356,0.1258134
TRUE,5.465837379,0,2.777777778,-0.072694544,0,856.8335249,-1.159571028,1167.63,1186.356,0.1258134
TRUE,5.465837379,0,2.777777778,-0.072694544,0,862.9843391,-1.159571028,1167.63,1186.356,0.1258134
TRUE,5.465837379,0,2.777777778,-0.072694544,0,867.0929863,-1.159571028,1167.63,1186.356,0.1258134
TRUE,5.465837379,0,2.777777778,-0.072694544,0,869.82398,-1.159571028,1167.63,1186.356,0.1258134
TRUE,5.465837379,0,2.777777778,-0.072694544,0,871.652747,-1.159571028,1167.63,1186.356,0.1258134
TRUE,5.465837379,0,2.777777778,-0.072694544,0,872.8638205,-1.159571028,1167.63,1186.356,0.1258134
TRUE,5.465837379,0,2.777777778,-0.072694544,0,873.6793073,-1.159571028,1169.464,1186.511,0.1251905
TRUE,6.037981523,0,2.777777778,-0.075181387,0,1032.916203,-1.199068841,1169.464,1186.511,0.1251905
TRUE,6.037981523,0,2.777777778,-0.075181387,0,1042.483146,-1.199068841,1169.464,1186.511,0.1251905
TRUE,6.037981523,0,2.777777778,-0.075181387,0,1048.851279,-1.199068841,1169.464,1186.511,0.1251905
TRUE,6.037981523,0,2.777777778,-0.075181387,0,1053.10653,-1.199068841,1169.464,1186.511,0.1251905
TRUE,6.037981523,0,2.777777778,-0.075181387,0,1055.933534,-1.199068841,1169.464,1186.511,0.1251905
TRUE,6.037981523,0,2.777777778,-0.075181387,0,1057.828034,-1.199068841,1169.464,1186.511,0.1251905
TRUE,6.507936794,0,2.777777778,-0.079725937,0,1189.437397,-1.271204041,1171.583,1186.691,0.1195129
TRUE,6.507936794,0,2.777777778,-0.079725937,0,1197.84097,-1.271204041,1171.583,1186.691,0.1195129
TRUE,6.507936794,0,2.777777778,-0.079725937,0,1203.432106,-1.271204041,1171.583,1186.691,0.1195129
TRUE,6.507936794,0,2.777777778,-0.079725937,0,1207.170777,-1.271204041,1171.583,1186.691,0.1195129
TRUE,6.507936794,0,2.777777778,-0.079725937,0,1209.651978,-1.271204041,1171.583,1186.691,0.1195129
TRUE,6.507936794,0,2.777777778,-0.079725937,0,1211.317358,-1.271204041,1171.583,1186.691,0.1195129
TRUE,6.507936794,0,2.777777778,-0.079725937,0,1212.416365,-1.271204041,1171.583,1186.691,0.1195129
TRUE,7.037773072,0,2.777777778,-0.082844604,0,1315.582465,-1.320671531,1173.879,1186.886,0.1185977
TRUE,7.037773072,0,2.777777778,-0.082844604,0,1339.434866,-1.320671531,1173.879,1186.886,0.1185977
TRUE,7.037773072,0,2.777777778,-0.082844604,0,1355.349311,-1.320671531,1173.879,1186.886,0.1185977
TRUE,7.037773072,0,2.777777778,-0.082844604,0,1365.946096,-1.320671531,1173.879,1186.886,0.1185977
TRUE,7.037773072,0,2.777777778,-0.082844604,0,1373.023464,-1.320671531,1173.879,1186.886,0.1185977
TRUE,7.037773072,0,2.777777778,-0.082844604,0,1377.728865,-1.320671531,1173.879,1186.886,0.1185977
TRUE,7.474803846,0,2.777777778,-0.086131465,0,1465.5,-1.372774845,1176.194,1187.083,0.1138178
TRUE,7.474803846,0,2.777777778,-0.086131465,0,1486.81521,-1.372774845,1176.194,1187.083,0.1138178
TRUE,7.474803846,0,2.777777778,-0.086131465,0,1501.039511,-1.372774845,1176.194,1187.083,0.1138178
TRUE,7.474803846,0,2.777777778,-0.086131465,0,1510.508217,-1.372774845,1176.194,1187.083,0.1138178
TRUE,7.474803846,0,2.777777778,-0.086131465,0,1516.834849,-1.372774845,1176.194,1187.083,0.1138178
TRUE,7.474803846,0,2.777777778,-0.086131465,0,1521.038442,-1.372774845,1176.194,1187.083,0.1138178
TRUE,7.959283446,0.015971744,2.777777778,-0.086131465,0,1617.015182,-1.372774845,1178.813,1187.305,0.1137775
TRUE,7.959283446,0,2.777777778,-0.089237977,0,1640.410747,-1.421987946,1178.813,1187.305,0.1137775
TRUE,7.959283446,0,2.777777778,-0.089237977,0,1656.023412,-1.421987946,1178.813,1187.305,0.1137775
TRUE,7.959283446,0,2.777777778,-0.089237977,0,1666.416233,-1.421987946,1178.813,1187.305,0.1137775
TRUE,7.959283446,0,2.777777778,-0.089237977,0,1673.360403,-1.421987946,1178.813,1187.305,0.1137775
TRUE,7.959283446,0,2.777777778,-0.089237977,0,1677.974227,-1.421987946,1178.813,1187.305,0.1137775
TRUE,7.959283446,0,2.777777778,-0.089237977,0,1681.065732,-1.421987946,1178.813,1187.305,0.1137775
TRUE,7.959283446,0,2.777777778,-0.089237977,0,1683.111114,-1.421987946,1178.813,1187.305,0.1137775
TRUE,7.959283446,0,2.777777778,-0.089237977,0,1684.490323,-1.421987946,1178.813,1187.305,0.1137775
TRUE,7.959283446,0,2.777777778,-0.089237977,0,1685.394174,-1.421987946,1178.813,1187.305,0.1137775
TRUE,8.403533917,0,2.777777778,-0.092340503,0,1726.596116,-1.471106446,1181.591,1187.54,0.1134342
TRUE,8.403533917,0,2.777777778,-0.092340503,0,1754.064077,-1.471106446,1181.591,1187.54,0.1134342
TRUE,8.403533917,0,2.777777778,-0.092340503,0,1772.376052,-1.471106446,1181.591,1187.54,0.1134342
TRUE,8.403533917,0,2.777777778,-0.092340503,0,1784.584034,-1.471106446,1181.591,1187.54,0.1134342
TRUE,8.403533917,0,2.777777778,-0.092340503,0,1792.72269,-1.471106446,1181.591,1187.54,0.1134342
TRUE,8.403533917,0,2.777777778,-0.092340503,0,1798.14846,-1.471106446,1181.591,1187.54,0.1134342
TRUE,8.823313418,0,2.777777778,-0.092340503,0,1801.76564,-1.471106446,1184.345,1187.774,0.1131305
TRUE,8.823313418,0,2.777777778,-0.095200287,0,1804.177093,-1.516353143,1184.345,1187.774,0.1131305
TRUE,8.823313418,0,2.777777778,-0.095200287,0,1805.784729,-1.516353143,1184.345,1187.774,0.1131305
TRUE,8.823313418,0,2.777777778,-0.095200287,0,1806.856486,-1.516353143,1184.345,1187.774,0.1131305
TRUE,8.823313418,0,2.777777778,-0.095200287,0,1807.570991,-1.516353143,1184.345,1187.774,0.1131305
TRUE,8.823313418,0,2.777777778,-0.095200287,0,1808.047327,-1.516353143,1184.345,1187.774,0.1131305
TRUE,9.273415642,0,2.777777778,-0.102251444,0,1808.364885,-1.543286884,1187.416,1188.034,0.1128191
TRUE,9.273415642,0,2.777777778,-0.098942882,0,1808.57659,-1.543286884,1187.416,1188.034,0.1128191
TRUE,9.273415642,0,2.777777778,-0.098942882,0,1808.717727,-1.543286884,1187.416,1188.034,0.1128191
TRUE,9.273415642,0,2.777777778,-0.098942882,0,1808.811818,-1.543286884,1187.416,1188.034,0.1128191
TRUE,9.273415642,0,2.777777778,-0.098942882,0,1808.874545,-1.543286884,1187.416,1188.034,0.1128191
TRUE,9.273415642,0,2.777777778,-0.098942882,0,1808.916363,-1.543286884,1187.416,1188.034,0.1128191
TRUE,9.273415642,0,2.777777778,-0.098942882,0,1808.944242,-1.543286884,1187.416,1188.034,0.1128191
TRUE,9.273415642,0,2.777777778,-0.098942882,0,1808.962828,-1.543286884,1187.416,1188.034,0.1128191
TRUE,9.273415642,0,2.777777778,-0.098942882,0,1808.975219,-1.543286884,1187.416,1188.034,0.1128191
TRUE,9.273415642,0,2.777777778,-0.098942882,0,1808.983479,-1.543286884,1187.416,1188.034,0.1128191
TRUE,9.676189741,0,2.777777778,-0.102014138,0,1808.988986,-1.418283941,1190.63,1188.306,0.1046521
TRUE,9.676189741,0,2.777777778,-0.102014138,0,1808.992657,-1.418283941,1190.63,1188.306,0.1046521
TRUE,9.676189741,0,2.777777778,-0.102014138,0,1808.995105,-1.418283941,1190.63,1188.306,0.1046521
TRUE,9.676189741,0,2.777777778,-0.102014138,0,1808.996737,-1.418283941,1190.63,1188.306,0.1046521
TRUE,9.676189741,0,2.777777778,-0.102014138,0,1808.997824,-1.418283941,1190.63,1188.306,0.1046521
TRUE,9.676189741,0,2.777777778,-0.102014138,0,1808.99855,-1.418283941,1190.63,1188.306,0.1046521
TRUE,9.676189741,0,2.777777778,-0.102014138,0,1808.999033,-1.418283941,1190.63,1188.306,0.1046521
TRUE,9.676189741,0,2.777777778,-0.102014138,0,1808.999355,-1.418283941,1190.63,1188.306,0.1046521
TRUE,10.0745292,0,2.777777778,-0.105687293,0,1808.99957,-1.308941643,1193.785,1188.573,0.0862059
TRUE,10.0745292,0,2.777777778,-0.105687293,0,1808.999714,-1.308941643,1193.785,1188.573,0.0862059
TRUE,10.0745292,0,2.777777778,-0.105687293,0,1808.999809,-1.308941643,1193.785,1188.573,0.0862059
TRUE,10.0745292,0,2.777777778,-0.105687293,0,1808.999873,-1.308941643,1193.785,1188.573,0.0862059
TRUE,10.0745292,0,2.777777778,-0.105687293,0,1808.999915,-1.308941643,1193.785,1188.573,0.0862059
TRUE,10.0745292,0,2.777777778,-0.105687293,0,1808.999943,-1.308941643,1193.785,1188.573,0.0862059
TRUE,10.47827338,0,2.777777778,-0.11102703,0,1808.999962,-1.210472347,1197.271,1188.867,0.06617764
TRUE,10.47827338,0,2.777777778,-0.11102703,0,1808.999975,-1.210472347,1197.271,1188.867,0.06617764
TRUE,10.47827338,0,2.777777778,-0.11102703,0,1808.999983,-1.210472347,1197.271,1188.867,0.06617764
TRUE,10.47827338,0,2.777777778,-0.11102703,0,1808.999989,-1.210472347,1197.271,1188.867,0.06617764
TRUE,10.47827338,0,2.777777778,-0.11102703,0,1808.999993,-1.210472347,1197.271,1188.867,0.06617764
TRUE,10.47827338,0,2.777777778,-0.11102703,0,1808.999995,-1.210472347,1197.271,1188.867,0.06617764
